ticker,flag,evidence,harmful,note
PTGX,c_price_break_gt40pct,2018-03-26 ratio 0.4283 (prev 20.43 -> 8.75); next10 level 0.429x; day vol 44.47x median; zero-vol share before/after 0.0/0.0,no,Real market move (event volume spike and/or no clean split ratio persisting); price is genuine.
PTGX,c_price_break_gt40pct,2018-08-06 ratio 1.5863 (prev 7.01 -> 11.12); next10 level 1.4258x; day vol 47.84x median; zero-vol share before/after 0.0/0.0,no,Real market move (event volume spike and/or no clean split ratio persisting); price is genuine.
PTGX,c_price_break_gt40pct,2019-12-03 ratio 0.5299 (prev 8.85 -> 4.69); next10 level 0.8427x; day vol 13.61x median; zero-vol share before/after 0.0/0.0,no,Real market move (event volume spike and/or no clean split ratio persisting); price is genuine.
PTGX,c_price_break_gt40pct,2019-12-04 ratio 1.7292 (prev 4.69 -> 8.11); next10 level 1.5901x; day vol 61.87x median; zero-vol share before/after 0.0/0.0,no,Real market move (event volume spike and/or no clean split ratio persisting); price is genuine.
PTGX,c_price_break_gt40pct,2020-05-08 ratio 1.837 (prev 7.73 -> 14.2); next10 level 2.0744x; day vol 310.85x median; zero-vol share before/after 0.0/0.0,no,Real market move (event volume spike and/or no clean split ratio persisting); price is genuine.
PTGX,c_price_break_gt40pct,2021-09-17 ratio 0.38 (prev 46.13 -> 17.53); next10 level 0.3825x; day vol 42.28x median; zero-vol share before/after 0.0/0.0,no,Real market move (event volume spike and/or no clean split ratio persisting); price is genuine.
PTGX,c_price_break_gt40pct,2021-10-11 ratio 1.9386 (prev 18.24 -> 35.36); next10 level 1.7001x; day vol 51.56x median; zero-vol share before/after 0.0/0.0,no,Real market move (event volume spike and/or no clean split ratio persisting); price is genuine.
RCUS,c_price_break_gt40pct,2020-04-16 ratio 1.8935 (prev 15.58 -> 29.5); next10 level 1.8591x; day vol 19.0x median; zero-vol share before/after 0.0/0.0,no,Real market move (event volume spike and/or no clean split ratio persisting); price is genuine.
RH,c_price_break_gt40pct,2017-09-07 ratio 1.4476 (prev 49.42 -> 71.54); next10 level 1.4442x; day vol 10.96x median; zero-vol share before/after 0.0/0.0,no,Real market move (event volume spike and/or no clean split ratio persisting); price is genuine.
RITM,c_price_break_gt40pct,2020-03-18 ratio 0.5817 (prev 9.85 -> 5.73); next10 level 0.5939x; day vol 3.37x median; zero-vol share before/after 0.0/0.0,no,COVID-crash move with a volume spike (real price).
ROKU,c_price_break_gt40pct,2017-11-09 ratio 1.5494 (prev 18.84 -> 29.19); next10 level 2.0597x; day vol 17.99x median; zero-vol share before/after 0.0/0.0,no,Real market move (event volume spike and/or no clean split ratio persisting); price is genuine.
RRR,c_price_break_gt40pct,2020-03-19 ratio 1.5372 (prev 3.76 -> 5.78); next10 level 2.2952x; day vol 4.48x median; zero-vol share before/after 0.0/0.0,no,COVID-crash move with a volume spike (real price).
SABR,c_price_break_gt40pct,2020-11-09 ratio 1.4011 (prev 7.08 -> 9.92); next10 level 1.3912x; day vol 7.54x median; zero-vol share before/after 0.0/0.0,no,Real market move (event volume spike and/or no clean split ratio persisting); price is genuine.
SHEN,c_price_break_gt40pct,2021-08-03 ratio 0.5848 (prev 50.58 -> 29.58); next10 level 0.5989x; day vol 5.21x median; zero-vol share before/after 0.0/0.0,no,Real market move (event volume spike and/or no clean split ratio persisting); price is genuine.
SIG,c_price_break_gt40pct,2020-01-16 ratio 1.402 (prev 21.49 -> 30.13); next10 level 1.238x; day vol 14.46x median; zero-vol share before/after 0.0/0.0,no,Real market move (event volume spike and/or no clean split ratio persisting); price is genuine.
SITM,c_price_break_gt40pct,2019-11-21 ratio 1.4346 (prev 13.0 -> 18.65); next10 level 1.3138x; day vol 10320.0x median; zero-vol share before/after 0.0/0.0,no,Real market move (event volume spike and/or no clean split ratio persisting); price is genuine.
SKY,c_price_break_gt40pct,2018-01-05 ratio 1.4809 (prev 12.83 -> 19.0); next10 level 1.6563x; day vol 47.71x median; zero-vol share before/after 0.0/0.0,no,Real market move (event volume spike and/or no clean split ratio persisting); price is genuine.
SKYW,c_price_break_gt40pct,2020-03-18 ratio 0.5519 (prev 21.87 -> 12.07); next10 level 1.1671x; day vol 1.54x median; zero-vol share before/after 0.0/0.0,no,COVID-crash move with a volume spike (real price).
SKYW,c_price_break_gt40pct,2020-03-19 ratio 1.4366 (prev 12.07 -> 17.34); next10 level 2.1147x; day vol 2.34x median; zero-vol share before/after 0.0/0.0,no,COVID-crash move with a volume spike (real price).
SM,c_price_break_gt40pct,2020-03-09 ratio 0.3874 (prev 3.82 -> 1.48); next10 level 0.4071x; day vol 7.47x median; zero-vol share before/after 0.0/0.0,no,COVID-crash move with a volume spike (real price).
SM,c_price_break_gt40pct,2020-04-29 ratio 1.746 (prev 1.89 -> 3.3); next10 level 1.8413x; day vol 5.32x median; zero-vol share before/after 0.0/0.0,no,Real market move (event volume spike and/or no clean split ratio persisting); price is genuine.
SRPT,c_price_break_gt40pct,2015-05-20 ratio 1.602 (prev 16.38 -> 26.24); next10 level 1.5607x; day vol 20.9x median; zero-vol share before/after 0.0/0.0,no,Before 2015-06; outside every 2017+ indicator window.
SRPT,c_price_break_gt40pct,2016-01-15 ratio 0.4515 (prev 31.63 -> 14.28); next10 level 0.3824x; day vol 17.74x median; zero-vol share before/after 0.0/0.0,no,Real market move (event volume spike and/or no clean split ratio persisting); price is genuine.
SRPT,c_price_break_gt40pct,2016-04-21 ratio 0.5591 (prev 19.71 -> 11.02); next10 level 0.7392x; day vol 11.01x median; zero-vol share before/after 0.0/0.0,no,Real market move (event volume spike and/or no clean split ratio persisting); price is genuine.
SRPT,c_price_break_gt40pct,2016-09-19 ratio 1.7385 (prev 28.15 -> 48.94); next10 level 2.1094x; day vol 28.55x median; zero-vol share before/after 0.0/0.0,no,Real market move (event volume spike and/or no clean split ratio persisting); price is genuine.
SRPT,c_price_break_gt40pct,2021-01-08 ratio 0.4871 (prev 168.95 -> 82.29); next10 level 0.5334x; day vol 28.68x median; zero-vol share before/after 0.0/0.0,no,Real market move (event volume spike and/or no clean split ratio persisting); price is genuine.
TDW,c_price_break_gt40pct,2016-10-24 ratio 0.5585 (prev 96.4516 -> 53.871); next10 level 0.5468x; day vol 16.21x median; zero-vol share before/after 0.0/0.0,no,Real market move (event volume spike and/or no clean split ratio persisting); price is genuine.
TGTX,c_price_break_gt40pct,2017-03-06 ratio 1.9065 (prev 5.35 -> 10.2); next10 level 2.243x; day vol 102.27x median; zero-vol share before/after 0.0/0.0,no,Real market move (event volume spike and/or no clean split ratio persisting); price is genuine.
TGTX,c_price_break_gt40pct,2018-09-25 ratio 0.5568 (prev 9.25 -> 5.15); next10 level 0.5854x; day vol 11.6x median; zero-vol share before/after 0.0/0.0,no,Real market move (event volume spike and/or no clean split ratio persisting); price is genuine.
TGTX,c_price_break_gt40pct,2020-12-10 ratio 1.4085 (prev 29.62 -> 41.72); next10 level 1.7736x; day vol 14.24x median; zero-vol share before/after 0.0/0.0,no,Real market move (event volume spike and/or no clean split ratio persisting); price is genuine.
TNDM,c_price_break_gt40pct,2016-11-02 ratio 0.4112 (prev 53.5 -> 22.0); next10 level 0.3458x; day vol 24.04x median; zero-vol share before/after 0.0/0.0,no,Real market move (event volume spike and/or no clean split ratio persisting); price is genuine.
TNDM,c_price_break_gt40pct,2017-08-28 ratio 1.4429 (prev 7.0 -> 10.1); next10 level 1.085x; day vol 35.0x median; zero-vol share before/after 0.0/0.0,no,Real market move (event volume spike and/or no clean split ratio persisting); price is genuine.
TPC,c_price_break_gt40pct,2020-03-17 ratio 0.546 (prev 5.33 -> 2.91); next10 level 1.1623x; day vol 3.58x median; zero-vol share before/after 0.0/0.0,no,COVID-crash move with a volume spike (real price).
TPC,c_price_break_gt40pct,2020-03-18 ratio 1.6082 (prev 2.91 -> 4.68); next10 level 2.1753x; day vol 2.15x median; zero-vol share before/after 0.0/0.0,no,COVID-crash move with a volume spike (real price).
TPC,c_price_break_gt40pct,2020-03-19 ratio 1.6517 (prev 4.68 -> 7.73); next10 level 1.3921x; day vol 1.53x median; zero-vol share before/after 0.0/0.0,no,COVID-crash move with a volume spike (real price).
UNFI,c_price_break_gt40pct,2020-05-13 ratio 1.4565 (prev 15.51 -> 22.59); next10 level 1.1692x; day vol 15.56x median; zero-vol share before/after 0.0/0.0,no,Real market move (event volume spike and/or no clean split ratio persisting); price is genuine.
UPWK,c_price_break_gt40pct,2020-11-05 ratio 1.4357 (prev 20.22 -> 29.03); next10 level 1.521x; day vol 13.15x median; zero-vol share before/after 0.0/0.0,no,Real market move (event volume spike and/or no clean split ratio persisting); price is genuine.
VCEL,c_price_break_gt40pct,2016-03-10 ratio 1.8632 (prev 2.12 -> 3.95); next10 level 2.158x; day vol 1139.01x median; zero-vol share before/after 0.0/0.0,no,Real market move (event volume spike and/or no clean split ratio persisting); price is genuine.
VCEL,c_price_break_gt40pct,2016-12-14 ratio 1.5769 (prev 2.6 -> 4.1); next10 level 1.1827x; day vol 202.71x median; zero-vol share before/after 0.0/0.0,no,Real market move (event volume spike and/or no clean split ratio persisting); price is genuine.
VCEL,c_price_break_gt40pct,2018-03-05 ratio 1.4192 (prev 8.35 -> 11.85); next10 level 1.3922x; day vol 15.1x median; zero-vol share before/after 0.0/0.0,no,Real market move (event volume spike and/or no clean split ratio persisting); price is genuine.
VCEL,c_price_break_gt40pct,2018-11-06 ratio 1.4428 (prev 11.54 -> 16.65); next10 level 1.4398x; day vol 14.27x median; zero-vol share before/after 0.0/0.0,no,Real market move (event volume spike and/or no clean split ratio persisting); price is genuine.
VIR,c_price_break_gt40pct,2020-02-26 ratio 1.6095 (prev 21.73 -> 34.975); next10 level 2.0405x; day vol 10.83x median; zero-vol share before/after 0.0/0.0,no,Real market move (event volume spike and/or no clean split ratio persisting); price is genuine.
VIR,c_price_break_gt40pct,2020-02-27 ratio 1.7212 (prev 34.975 -> 60.2); next10 level 1.2678x; day vol 18.04x median; zero-vol share before/after 0.0/0.0,no,Real market move (event volume spike and/or no clean split ratio persisting); price is genuine.
VIR,c_price_break_gt40pct,2021-01-26 ratio 1.7432 (prev 44.39 -> 77.38); next10 level 1.4895x; day vol 10.95x median; zero-vol share before/after 0.0/0.0,no,Real market move (event volume spike and/or no clean split ratio persisting); price is genuine.
VNOM,c_price_break_gt40pct,2020-03-09 ratio 0.5508 (prev 14.67 -> 8.08); next10 level 0.5297x; day vol 6.87x median; zero-vol share before/after 0.0/0.0,no,COVID-crash move with a volume spike (real price).
VVX,c_price_break_gt40pct,2016-09-30 ratio 0.5512 (prev 27.63 -> 15.23); next10 level 0.599x; day vol 28.92x median; zero-vol share before/after 0.0/0.0,no,Real market move (event volume spike and/or no clean split ratio persisting); price is genuine.
WEN,c_price_break_gt40pct,2020-03-19 ratio 1.427 (prev 7.47 -> 10.66); next10 level 1.8762x; day vol 2.27x median; zero-vol share before/after 0.0/0.0,no,COVID-crash move with a volume spike (real price).
BYD,c_one_day_reversal,2020-03-18: 11.13 -> 7.84 -> 11.21; day vol 5269800 vs 20d median 2358900,verify,Full one-day reversal on high volume in the March-2020 crash: plausible but unverified (single source). Check against a second source only if a trade touches it.
CALY,c_one_day_reversal,2020-03-18: 7.27 -> 5.34 -> 7.21; day vol 2786000 vs 20d median 880450,verify,Full one-day reversal on high volume in the March-2020 crash: plausible but unverified (single source). Check against a second source only if a trade touches it.
DRH,c_one_day_reversal,2020-03-18: 3.38 -> 2.15 -> 3.44; day vol 8555300 vs 20d median 4873750,verify,Full one-day reversal on high volume in the March-2020 crash: plausible but unverified (single source). Check against a second source only if a trade touches it.
EFC,c_one_day_reversal,2020-03-24: 5.37 -> 3.96 -> 5.48; day vol 1967500 vs 20d median 1267750,verify,Full one-day reversal on high volume in the March-2020 crash: plausible but unverified (single source). Check against a second source only if a trade touches it.
GIII,c_one_day_reversal,2020-03-18: 7.32 -> 4.5 -> 7.61; day vol 4537200 vs 20d median 631800,verify,Full one-day reversal on high volume in the March-2020 crash: plausible but unverified (single source). Check against a second source only if a trade touches it.
GME,c_one_day_reversal,2021-03-24: 45.44 -> 30.08 -> 45.94; day vol 96711600 vs 20d median 126681200,no,Real event-driven spike (high volume).
GNL,c_one_day_reversal,2020-03-18: 12.2 -> 9.02 -> 11.47; day vol 1448100 vs 20d median 847450,verify,Full one-day reversal on high volume in the March-2020 crash: plausible but unverified (single source). Check against a second source only if a trade touches it.
LAUR,c_one_day_reversal,2020-03-18: 10.68 -> 7.98 -> 10.69; day vol 2290600 vs 20d median 1311200,verify,Full one-day reversal on high volume in the March-2020 crash: plausible but unverified (single source). Check against a second source only if a trade touches it.
MARA,c_one_day_reversal,2020-06-10: 0.9 -> 1.25 -> 0.93; day vol 35201000 vs 20d median 3535350,no,Real event-driven spike (high volume).
PBF,c_one_day_reversal,2020-03-13: 10.79 -> 16.0 -> 10.58; day vol 5706800 vs 20d median 3104450,verify,Full one-day reversal on high volume in the March-2020 crash: plausible but unverified (single source). Check against a second source only if a trade touches it.
RRR,c_one_day_reversal,2020-03-18: 5.76 -> 3.76 -> 5.78; day vol 6770100 vs 20d median 1229650,verify,Full one-day reversal on high volume in the March-2020 crash: plausible but unverified (single source). Check against a second source only if a trade touches it.
SGI,c_one_day_reversal,2020-03-18: 8.36 -> 6.01 -> 8.35; day vol 16308800 vs 20d median 6255800,verify,Full one-day reversal on high volume in the March-2020 crash: plausible but unverified (single source). Check against a second source only if a trade touches it.
SM,c_one_day_reversal,2020-03-13: 1.72 -> 2.33 -> 1.63; day vol 13521800 vs 20d median 4894700,verify,Full one-day reversal on high volume in the March-2020 crash: plausible but unverified (single source). Check against a second source only if a trade touches it.
WEN,c_one_day_reversal,2020-03-18: 10.5 -> 7.47 -> 10.66; day vol 11923500 vs 20d median 5110150,verify,Full one-day reversal on high volume in the March-2020 crash: plausible but unverified (single source). Check against a second source only if a trade touches it.
WT,c_one_day_reversal,2020-03-13: 2.53 -> 3.33 -> 2.46; day vol 2293500 vs 20d median 1932350,verify,Full one-day reversal on high volume in the March-2020 crash: plausible but unverified (single source). Check against a second source only if a trade touches it.
AA,c_yahoo_nonsplit_factor,Yahoo 'Splits' 0.3333 on 2016-10-06 not in known_splits_combined.csv (NOT_IN_KNOWN),yes,Spin factor where the ticker is the SPUN entity carrying the parent's pre-spin history (see a row).
AA,c_yahoo_nonsplit_factor,Yahoo 'Splits' 1.2484 on 2016-11-01 not in known_splits_combined.csv (NOT_IN_KNOWN),yes,Spin factor where the ticker is the SPUN entity carrying the parent's pre-spin history (see a row).
ALV,c_yahoo_nonsplit_factor,Yahoo 'Splits' 1.388 on 2018-07-02 not in known_splits_combined.csv (NOT_IN_KNOWN),no,"Spin-off / distribution price-adjustment factor; the ticker is the continuing parent, so the adjusted series is the same company (like a dividend adjustment). Correctly excluded from known_splits (no share-count change). Note: prices.add_raw_columns treats it as a split when rebuilding raw shares -> per-share commission slightly off before the date (negligible)."
ASH,c_yahoo_nonsplit_factor,Yahoo 'Splits' 2.044 on 2017-05-15 not in known_splits_combined.csv (NOT_IN_KNOWN),no,"Spin-off / distribution price-adjustment factor; the ticker is the continuing parent, so the adjusted series is the same company (like a dividend adjustment). Correctly excluded from known_splits (no share-count change). Note: prices.add_raw_columns treats it as a split when rebuilding raw shares -> per-share commission slightly off before the date (negligible)."
BBWI,c_yahoo_nonsplit_factor,Yahoo 'Splits' 1.237 on 2021-08-03 not in known_splits_combined.csv (NOT_IN_KNOWN),no,"Spin-off / distribution price-adjustment factor; the ticker is the continuing parent, so the adjusted series is the same company (like a dividend adjustment). Correctly excluded from known_splits (no share-count change). Note: prices.add_raw_columns treats it as a split when rebuilding raw shares -> per-share commission slightly off before the date (negligible)."
BFH,c_yahoo_nonsplit_factor,Yahoo 'Splits' 1.253 on 2021-11-08 not in known_splits_combined.csv (NOT_IN_KNOWN),no,"Spin-off / distribution price-adjustment factor; the ticker is the continuing parent, so the adjusted series is the same company (like a dividend adjustment). Correctly excluded from known_splits (no share-count change). Note: prices.add_raw_columns treats it as a split when rebuilding raw shares -> per-share commission slightly off before the date (negligible)."
BGC,c_yahoo_nonsplit_factor,Yahoo 'Splits' 1.555 on 2018-12-03 not in known_splits_combined.csv (NOT_IN_KNOWN),no,"Spin-off / distribution price-adjustment factor; the ticker is the continuing parent, so the adjusted series is the same company (like a dividend adjustment). Correctly excluded from known_splits (no share-count change). Note: prices.add_raw_columns treats it as a split when rebuilding raw shares -> per-share commission slightly off before the date (negligible)."
BWXT,c_yahoo_nonsplit_factor,Yahoo 'Splits' 1.398 on 2015-07-01 not in known_splits_combined.csv (NOT_IN_KNOWN),no,"Spin-off / distribution price-adjustment factor; the ticker is the continuing parent, so the adjusted series is the same company (like a dividend adjustment). Correctly excluded from known_splits (no share-count change). Note: prices.add_raw_columns treats it as a split when rebuilding raw shares -> per-share commission slightly off before the date (negligible)."
CAG,c_yahoo_nonsplit_factor,Yahoo 'Splits' 1.285 on 2016-11-10 not in known_splits_combined.csv (NOT_IN_KNOWN),no,"Spin-off / distribution price-adjustment factor; the ticker is the continuing parent, so the adjusted series is the same company (like a dividend adjustment). Correctly excluded from known_splits (no share-count change). Note: prices.add_raw_columns treats it as a split when rebuilding raw shares -> per-share commission slightly off before the date (negligible)."
CBSH,c_yahoo_nonsplit_factor,Yahoo 'Splits' 1.05 on 2014-11-25 not in known_splits_combined.csv (NOT_IN_KNOWN),no,5% annual stock dividends (already found by First Trial's scan).
CBSH,c_yahoo_nonsplit_factor,Yahoo 'Splits' 1.05 on 2015-11-24 not in known_splits_combined.csv (NOT_IN_KNOWN),no,5% annual stock dividends (already found by First Trial's scan).
CBSH,c_yahoo_nonsplit_factor,Yahoo 'Splits' 1.05 on 2018-11-29 not in known_splits_combined.csv (NOT_IN_KNOWN),no,5% annual stock dividends (already found by First Trial's scan).
CBSH,c_yahoo_nonsplit_factor,Yahoo 'Splits' 1.05 on 2020-12-01 not in known_splits_combined.csv (NOT_IN_KNOWN),no,5% annual stock dividends (already found by First Trial's scan).
CBSH,c_yahoo_nonsplit_factor,Yahoo 'Splits' 1.05 on 2021-12-01 not in known_splits_combined.csv (NOT_IN_KNOWN),no,5% annual stock dividends (already found by First Trial's scan).
CNX,c_yahoo_nonsplit_factor,Yahoo 'Splits' 1.2 on 2017-11-29 not in known_splits_combined.csv (NOT_IN_KNOWN),no,"Spin-off / distribution price-adjustment factor; the ticker is the continuing parent, so the adjusted series is the same company (like a dividend adjustment). Correctly excluded from known_splits (no share-count change). Note: prices.add_raw_columns treats it as a split when rebuilding raw shares -> per-share commission slightly off before the date (negligible)."
CUZ,c_yahoo_nonsplit_factor,Yahoo 'Splits' 1.417 on 2016-10-07 not in known_splits_combined.csv (NOT_IN_KNOWN),no,"Spin-off / distribution price-adjustment factor; the ticker is the continuing parent, so the adjusted series is the same company (like a dividend adjustment). Correctly excluded from known_splits (no share-count change). Note: prices.add_raw_columns treats it as a split when rebuilding raw shares -> per-share commission slightly off before the date (negligible)."
DXC,c_yahoo_nonsplit_factor,Yahoo 'Splits' 1.7412 on 2015-11-30 not in known_splits_combined.csv (NOT_IN_KNOWN),no,"Spin-off / distribution price-adjustment factor; the ticker is the continuing parent, so the adjusted series is the same company (like a dividend adjustment). Correctly excluded from known_splits (no share-count change). Note: prices.add_raw_columns treats it as a split when rebuilding raw shares -> per-share commission slightly off before the date (negligible)."
DXC,c_yahoo_nonsplit_factor,Yahoo 'Splits' 1.156 on 2018-06-01 not in known_splits_combined.csv (NOT_IN_KNOWN),no,"Spin-off / distribution price-adjustment factor; the ticker is the continuing parent, so the adjusted series is the same company (like a dividend adjustment). Correctly excluded from known_splits (no share-count change). Note: prices.add_raw_columns treats it as a split when rebuilding raw shares -> per-share commission slightly off before the date (negligible)."
ENSG,c_yahoo_nonsplit_factor,Yahoo 'Splits' 1.833 on 2014-06-03 not in known_splits_combined.csv (NOT_IN_KNOWN),no,"Spin-off / distribution price-adjustment factor; the ticker is the continuing parent, so the adjusted series is the same company (like a dividend adjustment). Correctly excluded from known_splits (no share-count change). Note: prices.add_raw_columns treats it as a split when rebuilding raw shares -> per-share commission slightly off before the date (negligible)."
ENSG,c_yahoo_nonsplit_factor,Yahoo 'Splits' 1.069 on 2019-10-01 not in known_splits_combined.csv (NOT_IN_KNOWN),no,"Spin-off / distribution price-adjustment factor; the ticker is the continuing parent, so the adjusted series is the same company (like a dividend adjustment). Correctly excluded from known_splits (no share-count change). Note: prices.add_raw_columns treats it as a split when rebuilding raw shares -> per-share commission slightly off before the date (negligible)."
EPC,c_yahoo_nonsplit_factor,Yahoo 'Splits' 1.349 on 2015-07-01 not in known_splits_combined.csv (NOT_IN_KNOWN),no,"Spin-off / distribution price-adjustment factor; the ticker is the continuing parent, so the adjusted series is the same company (like a dividend adjustment). Correctly excluded from known_splits (no share-count change). Note: prices.add_raw_columns treats it as a split when rebuilding raw shares -> per-share commission slightly off before the date (negligible)."
FMC,c_yahoo_nonsplit_factor,Yahoo 'Splits' 1.153 on 2019-03-04 not in known_splits_combined.csv (NOT_IN_KNOWN),no,"Spin-off / distribution price-adjustment factor; the ticker is the continuing parent, so the adjusted series is the same company (like a dividend adjustment). Correctly excluded from known_splits (no share-count change). Note: prices.add_raw_columns treats it as a split when rebuilding raw shares -> per-share commission slightly off before the date (negligible)."
FNF,c_yahoo_nonsplit_factor,Yahoo 'Splits' 1.216 on 2014-07-01 not in known_splits_combined.csv (NOT_IN_KNOWN),no,"Spin-off / distribution price-adjustment factor; the ticker is the continuing parent, so the adjusted series is the same company (like a dividend adjustment). Correctly excluded from known_splits (no share-count change). Note: prices.add_raw_columns treats it as a split when rebuilding raw shares -> per-share commission slightly off before the date (negligible)."
FNF,c_yahoo_nonsplit_factor,Yahoo 'Splits' 1.385 on 2017-10-02 not in known_splits_combined.csv (NOT_IN_KNOWN),no,"Spin-off / distribution price-adjustment factor; the ticker is the continuing parent, so the adjusted series is the same company (like a dividend adjustment). Correctly excluded from known_splits (no share-count change). Note: prices.add_raw_columns treats it as a split when rebuilding raw shares -> per-share commission slightly off before the date (negligible)."
FTI,c_yahoo_nonsplit_factor,Yahoo 'Splits' 1.344 on 2021-02-16 not in known_splits_combined.csv (NOT_IN_KNOWN),no,"Spin-off / distribution price-adjustment factor; the ticker is the continuing parent, so the adjusted series is the same company (like a dividend adjustment). Correctly excluded from known_splits (no share-count change). Note: prices.add_raw_columns treats it as a split when rebuilding raw shares -> per-share commission slightly off before the date (negligible)."
GHC,c_yahoo_nonsplit_factor,Yahoo 'Splits' 1.655 on 2015-07-01 not in known_splits_combined.csv (NOT_IN_KNOWN),no,"Spin-off / distribution price-adjustment factor; the ticker is the continuing parent, so the adjusted series is the same company (like a dividend adjustment). Correctly excluded from known_splits (no share-count change). Note: prices.add_raw_columns treats it as a split when rebuilding raw shares -> per-share commission slightly off before the date (negligible)."
GRBK,c_yahoo_nonsplit_factor,Yahoo 'Splits' 1.532 on 2014-09-24 not in known_splits_combined.csv (NOT_IN_KNOWN),no,"Spin-off / distribution price-adjustment factor; the ticker is the continuing parent, so the adjusted series is the same company (like a dividend adjustment). Correctly excluded from known_splits (no share-count change). Note: prices.add_raw_columns treats it as a split when rebuilding raw shares -> per-share commission slightly off before the date (negligible)."
INVA,c_yahoo_nonsplit_factor,Yahoo 'Splits' 1.241 on 2014-06-03 not in known_splits_combined.csv (NOT_IN_KNOWN),no,"Spin-off / distribution price-adjustment factor; the ticker is the continuing parent, so the adjusted series is the same company (like a dividend adjustment). Correctly excluded from known_splits (no share-count change). Note: prices.add_raw_columns treats it as a split when rebuilding raw shares -> per-share commission slightly off before the date (negligible)."
IVT,c_yahoo_nonsplit_factor,Yahoo 'Splits' 0.1 on 2021-08-06 not in known_splits_combined.csv (NOT_IN_KNOWN),yes,"Real 1:10 reverse split 2021-08 missing from known_splits: EPS per share jumps 10x across it (spurious YoY growth into 2022, dev)."
JEF,c_yahoo_nonsplit_factor,Yahoo 'Splits' 1.068 on 2019-09-27 not in known_splits_combined.csv (NOT_IN_KNOWN),no,"Spin-off / distribution price-adjustment factor; the ticker is the continuing parent, so the adjusted series is the same company (like a dividend adjustment). Correctly excluded from known_splits (no share-count change). Note: prices.add_raw_columns treats it as a split when rebuilding raw shares -> per-share commission slightly off before the date (negligible)."
LEU,c_yahoo_nonsplit_factor,Yahoo 'Splits' 0.091 on 2014-09-30 not in known_splits_combined.csv (NOT_IN_KNOWN),no,"Bankruptcy conversion 2014-09 (USEC -> Centrus), before the warm-up window."
MSGS,c_yahoo_nonsplit_factor,Yahoo 'Splits' 1.402 on 2020-04-20 not in known_splits_combined.csv (NOT_IN_KNOWN),no,"Spin-off / distribution price-adjustment factor; the ticker is the continuing parent, so the adjusted series is the same company (like a dividend adjustment). Correctly excluded from known_splits (no share-count change). Note: prices.add_raw_columns treats it as a split when rebuilding raw shares -> per-share commission slightly off before the date (negligible)."
MTCH,c_yahoo_nonsplit_factor,Yahoo 'Splits' 3.502 on 2020-07-01 not in known_splits_combined.csv (NOT_IN_KNOWN),no,"Spin-off / distribution price-adjustment factor; the ticker is the continuing parent, so the adjusted series is the same company (like a dividend adjustment). Correctly excluded from known_splits (no share-count change). Note: prices.add_raw_columns treats it as a split when rebuilding raw shares -> per-share commission slightly off before the date (negligible)."
NOV,c_yahoo_nonsplit_factor,Yahoo 'Splits' 1.109 on 2014-06-02 not in known_splits_combined.csv (NOT_IN_KNOWN),no,"Spin-off / distribution price-adjustment factor; the ticker is the continuing parent, so the adjusted series is the same company (like a dividend adjustment). Correctly excluded from known_splits (no share-count change). Note: prices.add_raw_columns treats it as a split when rebuilding raw shares -> per-share commission slightly off before the date (negligible)."
OPLN,c_yahoo_nonsplit_factor,Yahoo 'Splits' 2.642 on 2019-06-28 not in known_splits_combined.csv (NOT_IN_KNOWN),no,"Spin-off / distribution price-adjustment factor; the ticker is the continuing parent, so the adjusted series is the same company (like a dividend adjustment). Correctly excluded from known_splits (no share-count change). Note: prices.add_raw_columns treats it as a split when rebuilding raw shares -> per-share commission slightly off before the date (negligible)."
OVV,c_yahoo_nonsplit_factor,Yahoo 'Splits' 0.2 on 2020-01-27 not in known_splits_combined.csv (NOT_IN_KNOWN),no,"Real 1:5 consolidation 2020-01 missing from known_splits; Ovintiv CIK fundamentals start 2020 (post-consolidation), so no EPS effect. Add for completeness."
OZK,c_yahoo_nonsplit_factor,Yahoo 'Splits' 2.0 on 2014-06-24 not in known_splits_combined.csv (NOT_IN_KNOWN),no,"Real 2:1 split (2014-06) missing from known_splits; OZK has no EDGAR fundamentals, so no EPS effect."
PLUS,c_yahoo_nonsplit_factor,Yahoo 'Splits' 2.0 on 2021-12-14 not in known_splits_combined.csv (NOT_IN_KNOWN),yes,"Real 2:1 split 2021-12-13 missing from known_splits: pre-split EPS not halved, so YoY EPS for quarters reported after the split is off by 2x (validation 2021-12, dev 2022)."
PPLI,c_yahoo_nonsplit_factor,Yahoo 'Splits' 3.054 on 2020-07-01 not in known_splits_combined.csv (NOT_IN_KNOWN),yes,Spin factor where the ticker is the SPUN entity carrying the parent's pre-spin history (see a row).
PPLI,c_yahoo_nonsplit_factor,Yahoo 'Splits' 1.503 on 2021-05-25 not in known_splits_combined.csv (NOT_IN_KNOWN),yes,Spin factor where the ticker is the SPUN entity carrying the parent's pre-spin history (see a row).
PRG,c_yahoo_nonsplit_factor,Yahoo 'Splits' 1.179 on 2020-12-01 not in known_splits_combined.csv (NOT_IN_KNOWN),no,"Spin-off / distribution price-adjustment factor; the ticker is the continuing parent, so the adjusted series is the same company (like a dividend adjustment). Correctly excluded from known_splits (no share-count change). Note: prices.add_raw_columns treats it as a split when rebuilding raw shares -> per-share commission slightly off before the date (negligible)."
